residue,residue_ID,name,anomer,absolute,ring,parent_id,site,shape,color,pubChem,comment
N-glycan_b-D-GlcNAcp_E68,NE68,GlcNAc,b,D,p,N4,3,square,#0090BC,GlcNAc
N-glycan_a-L-Fucp_E69,NE69,Fuc,a,L,p,NC,3,triangle,#ED1C24,Fuc
N-glycan_b-D-Manp_E70,NE70,Man,b,D,p,N4,6,circle,#00A651,Man
N-glycan_a-D-Manp_E71,NE71,Man,a,D,p,NE2,6,circle,#00A651,Man
N-glycan_a-D-Manp_E72,NE72,Man,a,D,p,N4,4,circle,#00A651,Man
N-glycan_a-D-Manp_E73,NE73,Man,a,D,p,NE35,3,circle,#00A651,Man
N-glycan_a-D-Neu5Gcp_E74,NE74,Neu5Gc,a,D,p,N5,6,diamond,#8FCCE9,Neu5Gc
N-glycan_b-D-Galp_E75,NE75,Gal,b,D,p,N6,4,circle,#FFD400,Gal
N-glycan_a-D-Manp_E76,NE76,Man,a,D,p,NC,2,circle,#00A651,Man
N-glycan_a-D-Neu5Acp_E77,NE77,Neu5Ac,a,D,p,N60,6,diamond,#A54399,Neu5Ac
N-glycan_a-D-Neu5Acp_E78,NE78,Neu5Ac,a,D,p,NE38,6,diamond,#A54399,Neu5Ac
N-glycan_b-D-Galp_E79,NE79,Gal,b,D,p,N4,4,circle,#FFD400,Gal
N-glycan_a-L-Fucp_E80,NE80,Fuc,a,L,p,N4,3,triangle,#ED1C24,Fuc
N-glycan_a-L-Fucp_E81,NE81,Fuc,a,L,p,N1,3,triangle,#ED1C24,Fuc
N-glycan_b-D-Galp_E82,NE82,Gal,b,D,p,N1,4,circle,#FFD400,Gal
N-glycan_b-D-Manp_E83,NE83,Man,b,D,p,NC,4,circle,#00A651,Man
N-glycan_a-D-Glcp_E84,NE84,Glc,a,D,p,N26,3,circle,#0090BC,Glc
N-glycan_a-D-GlcNAcp_E85,NE85,GlcNAc,a,D,p,N1,2,square,#0090BC,GlcNAc
N-glycan_a-D-Neu5Acp_E86,NE86,Neu5Ac,a,D,p,N30,3,diamond,#A54399,Neu5Ac
N-glycan_b-D-GlcNAcp_E87,NE87,GlcNAc,b,D,p,N1,6,square,#0090BC,GlcNAc
N-glycan_b-D-Galp_E88,NE88,Gal,b,D,p,NE68,4,circle,#FFD400,Gal
N-glycan_a-D-Manp_E89,NE89,Man,a,D,p,NE26,2,circle,#00A651,Man
N-glycan_a-D-Galp_E90,NE90,Gal,a,D,p,N6,4,circle,#FFD400,Gal
N-glycan_a-L-Fucp_E91,NE91,Fuc,a,L,p,N22,2,triangle,#ED1C24,Fuc
N-glycan_b-D-Glcp_E92,NE92,Glc,b,D,p,N5,4,circle,#0090BC,Glc
N-glycan_b-D-Galp_E93,NE93,Gal,b,D,p,NE87,4,circle,#FFD400,Gal
